date,title,text,preprocessed_text,manual_label,result
1/2/1985,江河的涛声（二首）,"    江河的涛声（二首）
    晓晴
    生命脱下吧，脱下白色的铠甲冬天里的江河也应是奔驰的烈马化了吧，冰雪打开吧，铁闸扬起翻卷的浪花奔腾在峭岩曲折的峡谷跨过高高的大坝以清洌的碧水绘出壮丽的图画以汹涌的激流运载起负重的木筏以冲击的力量点燃明亮的云霞啊，不能凝固啊，不能扼杀江河的生命在于奔流中的喧哗
    漩涡平缓的水面一个水涡无声地回旋回旋，深深地回旋大浪和巨涛猛烈地翻滚着而且总是怒吼着自己的宣言漩涡呢，将心藏进深渊表面旋动的水流象正把蓝风旋转在深深的水中却折断一条条心弦水面的礁石要被粉碎水中的陷井要被填平涌来了，火红的桃花追赶着绿色的春风","        江河 涛声 二首 
         晓晴 
         生命 脱下 脱 白色 铠甲 冬天 里 江河 应 奔驰 烈马 化 冰雪 打开 铁闸 扬起 翻卷 浪花 奔腾 峭岩 曲折 峡谷 跨过 高高的 大坝 清洌 碧水 绘出 壮丽 图画 汹涌 激流 运载 负重 木筏 冲击 力量 点燃 明亮 云霞 凝固 扼杀 江河 生命 奔流 中 喧哗 
         漩涡 平缓 水面 水涡 无声 回旋 回旋 深深地 回旋 大浪 巨涛 猛烈地 翻滚 总是 怒吼 宣言 漩涡 心藏进 深渊 表面 旋动 水流 象正 蓝风 旋转 深深 水中 折断 一条条 心弦 水面 礁石 粉碎 水中 陷井 填平 涌来 火红 桃花 追赶 绿色 春风",Politics,Others
1/2/1985,编者寄言,"    编者寄言
    新年伊始，本版新辟“快语”栏目。这是为广大知识分子准备的一个小言论阵地，内容可以概括为：谈知识分子，知识分子谈。
    名曰“快语”，首先希望讲时效——消息有“快讯”，言论也可有“快语”——及时地反映各条战线知识分子的意见、希望、问题等等。
    既是“快语”，也要想到读者——读得快。篇幅限在三四百字。
    所谓“快语”，还希望广大作者直抒胸臆——快人快语是也。
    欢迎大家都来进言寄语。","        编者 寄言 
         新年伊始 本版 新辟 快语 栏目 广大 知识分子 准备 言论 阵地 内容 概括 谈 知识分子 知识分子 谈 
         名曰 快语 希望 讲 时效 消息 快讯 言论 快语 及时 反映 各条战线 知识分子 意见 希望 问题 
         快语 想到 读者 读得 快 篇幅 限在 三四百 字 
         所谓 快语 希望 广大 作者 直抒胸臆 快人快语 
         欢迎 进言 寄语",Politics,Politics
1/2/1985,深圳远眺,"    深圳远眺
    劳辛这里并非蓬莱仙阁，但一切都那么新鲜：海上、陆上，叫人着迷，顿觉四面春光一片。大海在跳跃，涌起欢腾的浪尖，力量的凝聚，智慧的繁花，映着霞光气象万千。昨天还是山岗、田畴，今日矗立着大厦高楼；现在似春枝蓓蕾的憧憬，明朝硕果累累，垂满枝头。一种开拓的宏愿，象波涛拍岸，汹涌澎湃，应和着潮汐的旋律，又迅速地一层层展开。路是人踏出来的，披荆斩棘通向可歌的未来。新与旧象铁石敲击，轰隆声中爆出生命的光与彩。深圳人是无畏的战士，敢与困难拚搏；誓和时间争高低。一个冲刺又一个冲刺！我远眺一艘艘似箭的风帆，跨过一个浪尖又一个浪尖，驶向水天绚丽的远方，那里辐射着海日的璀璨金光！","        深圳 远眺 
         劳辛 蓬莱 仙阁 新鲜 海上 陆上 着迷 顿觉 四面 春光 一片 大海 跳跃 涌起 欢腾 浪尖 力量 凝聚 智慧 繁花 映着 霞光 气象万千 昨天 山岗 田畴 今日 矗立 大厦 高楼 现在 似春枝 蓓蕾 憧憬 明朝 硕果累累 垂满 枝头 一种 开拓 宏愿 象 波涛 拍岸 汹涌澎湃 应 潮汐 旋律 迅速 一层层 展开 路 踏出来 披荆斩棘 通向 可歌 未来 新 旧象 铁石 敲击 轰隆声 中 爆出 生命 光 彩 深圳 无畏 战士 敢 困难 拚搏 誓 时间 争 冲刺 冲刺 远眺 一艘 艘 似箭 风帆 跨过 浪尖 浪尖 驶向 水天 绚丽 远方 辐射 海日 璀璨 金光",Others,Others
1/2/1985,华润（集团）有限公司举行股东代表大会及董事会,"    华润（集团）有限公司举行股东代表大会及董事会
    华润（集团）有限公司第二次股东代表大会及第二届董事会第一次会议，于去年12月30日至31日在香港举行。对外经济贸易部副部长、华润（集团）有限公司董事长贾石主持了会议。","        华润 集团 有限公司 举行 股东 代表大会 董事会 
         华润 集团 有限公司 第二次 股东 代表大会 第二届 董事会 第一次 会议 去年 12 月 30 日至 31 日 香港 举行 对外 经济 贸易部 副 部长 华润 集团 有限公司 董事长 贾石 主持 会议",Economy,Politics
1/2/1985,元旦、春节农村副食品销售趋向,"    元旦、春节农村副食品销售趋向
    元旦、春节前后，农村糖烟酒类副食品市场需求趋势如下：
    一、烟酒需求量增加，质量要求高。云南名烟，贵州、四川名优曲酒，将受欢迎。瓶装啤酒销量日渐上升，瓶装白酒销量稍有回升。价格一元五角左右一斤的玻璃纸奶糖畅销。
    二、中级饼干、糯米饼、大众化糕点、蜜饯以及花生、芝麻等糖制小食品需求量大，并喜欢袋、盒包装，作为探亲访友的礼品。
    三、粉条、粉皮、粉丝、腐竹、榨菜、萝卜干、豆酱、酱油和醋精需求量上升。
    四、奶粉、麦乳精、瓶装猪油、鱼、肉类罐头、腌腊制品、咸鱼等中档副食品有销路。杨月明","        元旦 春节 农村 副食品 销售 趋向 
         元旦 春节 农村 糖烟酒 类 副食品 市场需求 趋势 
         烟酒 需求量 增加 质量 要求 高 云南 名烟 贵州 四川 名优 曲酒 受欢迎 瓶装 啤酒 销量 上升 瓶装 白酒 销量 稍 回升 价格 一元 五角 左右 一斤 玻璃纸 奶糖 畅销 
         二 中级 饼干 糯米 饼 大众化 糕点 蜜饯 花生 芝麻 糖制 食品 需求量 喜欢 袋 盒 包装 探亲访友 礼品 
         三 粉条 粉皮 粉丝 腐竹 榨菜 萝卜干 豆酱 酱油 醋精 需求量 上升 
         四 奶粉 麦乳精 瓶装 猪油 鱼 肉类 罐头 腌腊 制品 咸鱼 中档 副食品 有销路 杨月明",Economy,"Business, Economy"
1/2/1985,非洲在独立发展道路上前进,"    非洲在独立发展道路上前进
    全国人大常委会委员全国人大华侨委员会副主任委员  何英
    伟大的非洲人民在维护和争取民族独立、加强非洲团结、坚持独立自主、发展民族经济和维护世界和平的道路上继续前进。这是1984年非洲形势发展的主流。
    非洲是仅次于亚洲的第二大陆，矿产资源丰富，战略地位重要，是一个有巨大发展前途和潜力的大陆。非洲在当今国际政治舞台上起着举足轻重的作用，非洲去向如何，关系着整个人类的命运。
    非洲人民从长期现实生活中，深刻体会到团结就是力量、团结就是胜利这个颠扑不破的真理。去年11月非洲统一组织第二十届首脑会议顺利召开，成员国几乎全部出席，以及派出代表团规格之高，都是非统组织历史上少有的。与会各国以团结为重，求同存异，把彼此的某些分歧放在一边，共同探讨解决非洲大陆面临的共同性、紧迫性的问题，并通过了一系列重要决议。
    在非洲国家的共同努力下，过去一年来，非洲的几个热点趋于缓和，一些国家的关系有了改善，地区性的经济合作有所发展，这对保持非洲局势的稳定，防止外来势力插手非洲事务，都是至关重要的。它表明非洲国家领导人是有远见卓识的。非洲国家的共同利益、共同目标，远比非洲国家之间的某些矛盾和分歧来得重要。
    超级大国出于各自战略利益的需要，正在加紧争夺非洲，这是非洲一些地区长期出现动荡和冲突的主要根源。非洲国家在严峻的现实生活中，也进一步看清了两个超级大国的所谓“援助”。一位非洲国家的领导人颇有感慨地对我说：两个超级大国，一个不足信，一个不可靠。这是具有代表性的经验之谈。
    当前非洲国家经济普遍困难，主要表现在经济增长率、粮食生产、出口量均在下降，而支付赤字、外债却在增加。造成这种困难的原因是多方面的。一是独立时经济底子很薄，经济结构畸形。二是有些地区局势动荡，造成沉重的军费负担。三是一些发达国家向非洲转嫁经济危机。四是有的非洲国家经验不足，经济政策失当。
    许多非洲国家在总结经验的基础上开始调整经济政策，探索适合本国国情的经济发展道路。目前，三十多个黑非洲国家为恢复和发展农业，正在重新审查或实施粮食战略计划。有些国家推行国营、合营、私营三者并存的经济体制，实行“全方位”的对外开放政策，实现贸易伙伴多极化。我们高兴地看到，一些已经这样做了的国家，经济状况开始有了起色。
    过去一年里，非洲国家为了支持纳米比亚和南非人民的正义斗争、反对南非当局的扩张侵略政策和种族主义政策，进行了不懈的斗争，使南部非洲的形势发生了新的变化。
    当然，南部非洲今天最突出的问题，仍是纳米比亚独立问题。这个问题所以迟迟得不到解决，主要障碍是南非当局顽固坚持把纳米比亚的独立同古巴从安哥拉撤军这两个性质不同的问题联系在一起。使纳米比亚早日独立，使南部非洲形势趋于稳定，这不仅是非洲人民的迫切要求，也是全世界一切爱好和平、主持正义的国家和人民的强烈愿望。
    应该指出，在刚刚结束的一年里，通过领导人的互访，中国同非洲国家的友好合作关系有了新的发展。
    我们相信，非洲国家的领导人对面临的复杂情况是能够应付的，对发展经济中遇到的困难是能够克服的。在新的一年里，非洲人民定会继续加强团结，坚持独立自主，在支持南部非洲人民的正义斗争中，在建设自己国家的事业中，取得新的胜利。（附图片）","        非洲 独立 发展 道路 前进 
         全国人大常委会 委员 全国人大 华侨 委员会 副 主任委员     何英 
         伟大 非洲 人民 维护 争取 民族 独立 加强 非洲 团结 坚持 独立自主 发展 民族 经济 维护 世界 和平 道路 继续前进 这是 1984 年 非洲 形势 发展 主流 
         非洲 仅次于 亚洲 大陆 矿产资源 丰富 战略地位 重要 巨大 发展前途 潜力 大陆 非洲 当今 国际 政治舞台 上起 举足轻重 作用 非洲 去向 关系 整个 人类 命运 
         非洲 人民 长期 现实生活 中 深刻 体会 团结 力量 团结 胜利 颠扑不破 真理 去年 11 月 非洲统一组织 第二十届 首脑会议 顺利 召开 成员国 出席 派出 代表团 规格 之高 非统组织 历史 少有 与会 各国 团结 为重 求同存异 分歧 放在 一边 共同 探讨 解决 非洲大陆 面临 共同性 紧迫性 问题 一系列 重要 决议 
         非洲 国家 共同努力 过去 一年 非洲 几个 热点 趋于 缓和 国家 关系 改善 地区性 经济 合作 有所 发展 保持 非洲 局势 稳定 防止 外来 势力 插手 非洲 事务 至关重要 表明 非洲 国家 领导人 远见卓识 非洲 国家 共同利益 共同 目标 远比 非洲 国家 之间 矛盾 分歧 来得 重要 
         超级大国 战略 利益 需要 正在 加紧 争夺 非洲 这是 非洲 地区 长期 出现 动荡 冲突 主要 根源 非洲 国家 严峻 现实生活 中 进一步 看清 两个 超级大国 所谓 援助 一位 非洲 国家 领导人 颇 感慨 说 两个 超级大国 不足 信 可靠 这是 具有 代表性 经验之谈 
         当前 非洲 国家 经济 普遍 困难 主要 表现 经济 增长率 粮食 生产 出口量 均 下降 支付 赤字 外债 增加 造成 这种 困难 原因 多方面 一是 独立 时 经济 底子 薄 经济 结构 畸形 二是 地区 局势 动荡 造成 沉重 军费 负担 三是 发达国家 非洲 转嫁 经济危机 四是 非洲 国家 经验不足 经济 政策 失当 
         非洲 国家 总结经验 基础 调整 经济 政策 探索 适合 本国 国情 经济 发展 道路 目前 三十多个 黑非洲 国家 恢复 发展 农业 正在 重新 审查 实施 粮食 战略 计划 国家 推行 国营 合营 私营 三者 并存 经济体制 实行 全方位 对外开放 政策 实现 贸易 伙伴 多极化 高兴 看到 已经 做 国家 经济 状况 起色 
         过去 一年 里 非洲 国家 支持 纳米比亚 南非 人民 正义斗争 反对 南非 当局 扩张 侵略 政策 种族主义 政策 进行 不懈 斗争 南部非洲 形势 发生 新 变化 
         南部非洲 今天 突出 问题 纳米比亚 独立 问题 问题 迟迟 得不到 解决 主要 障碍 南非 当局 顽固 坚持 纳米比亚 独立 古巴 安哥拉 撤军 两个 性质 问题 联系 一起 纳米比亚 早日 独立 南部非洲 形势 趋于稳定 非洲 人民 迫切要求 全世界 爱好和平 主持正义 国家 人民 强烈 愿望 
         应该 指出 刚刚 结束 一年 里 领导人 互访 中国 非洲 国家 友好合作 关系 新 发展 
         相信 非洲 国家 领导人 面临 复杂 情况 能够 应付 发展 经济 中 遇到 困难 能够 克服 新 一年 里 非洲 人民 定 继续 加强团结 坚持 独立自主 支持 南部非洲 人民 正义斗争 中 建设 国家 事业 中 取得 新 胜利 附图片",Politics,Politics
1/2/1985,彭真视察北京新建筑、新工程  希望北京市进一步解放思想，搞好改革，尊重科学，精心规划和指导，把首都建设得更加美好,"    彭真视察北京新建筑、新工程
    希望北京市进一步解放思想，搞好改革，尊重科学，精心规划和指导，把首都建设得更加美好
    据新华社北京1月1日电  （记者李尚志）中共中央政治局委员、全国人大常委会委员长彭真，今天视察了北京三元立交桥、地下铁道第二期工程和西苑饭店新楼。彭真委员长是首都人民的老领导，为北京市的建设和发展作出了重要的贡献。近几年来，他特别关心首都的社会主义物质文明和精神文明的建设。在今天的视察中，他叮嘱陪同的中共北京市委书记李锡铭、市长陈希同等同志要进一步解放思想，搞好改革，尊重科学，精心规划和指导，使首都建设得更快、更美。
    上午十一时许，彭真同志首先视察了三元立交桥，接着来到建国门乘坐地铁列车，经雍和宫、安定门、鼓楼、积水潭等站，到达西直门站。在列车上，他向有关部门负责人详细询问了地铁二期工程的建设和运行情况。
    中午，彭真同志来到了西苑饭店新楼。这座位于二里沟的新楼造型新颖、别致，外墙呈锯齿型，高度近百米，峭拔隽逸，是去年8月开张的一座现代化高级饭店。彭真同志乘电梯来到大楼顶部的旋转餐厅，在这个每小时旋转一周的餐厅里俯瞰四周景色。看到首都新楼林立、一派崭新景象，彭真同志感慨地说：“这几年北京的建设速度不慢啊！”他对李锡铭、陈希同等同志说，今后的市政建设要看得远一些，想得深一些，要想到今后人们每天工作不是现在的八小时，而是七小时、六小时、五小时，工作之余除了学习外，就要娱乐，要想到让大家玩得好一些。
    当陈希同讲到许多饭店里都举办舞会时，彭真同志说：“我是赞成跳交谊舞的。跳交谊舞既是娱乐，又可以锻炼身体，有什么不好呢？我们过去不是也扭秧歌吗？”说得大家笑了起来。彭真同志还勉励服务员们认真学习外语，学英语，学法语，学俄语，学习其他国家的语言。他诙谐地说：“等你们学会了三种外语时，我来向你们祝贺。”说得服务员们笑了起来。
    陪同彭真同志视察的还有全国人大常委会秘书长王汉斌、中共北京市委副书记贾春旺等同志。","        彭真 视察 北京 新 建筑 新 工程 
         希望 北京市 进一步 解放思想 搞好 改革 尊重 科学 精心 规划 指导 首都 建设 美好 
         新华社 北京 月 日电     记者 李 尚志 中共中央政治局 委员 全国人大常委会 委员长 彭真 今天 视察 北京 三元 立交桥 地下铁道 第二期 工程 西苑 饭店 新楼 彭真 委员长 首都 人民 老 领导 北京市 建设 发展 作出 重要 贡献 特别 关心 首都 社会主义 物质文明 精神文明 建设 今天 视察 中 叮嘱 陪同 中共北京市委 书记 李锡铭 市长 陈希同 同志 进一步 解放思想 搞好 改革 尊重 科学 精心 规划 指导 首都 建设 更 快 更美 
         上午 十一时 许 彭真 同志 视察 三元 立交桥 来到 建国门 乘坐 地铁 列车 雍和宫 安定门 鼓楼 积水潭 站 到达 西直门 站 列车 部门 负责人 详细 询问 地铁 二期工程 建设 运行 情况 
         中午 彭真 同志 来到 西苑 饭店 新楼 这座 位于 二里 沟 新楼 造型 新颖 别致 外墙 呈 锯齿 型 高度 近 百米 峭拔 隽逸 去年 月 开张 一座 现代化 高级 饭店 彭真 同志 电梯 来到 大楼 顶部 旋转 餐厅 小时 旋转 一周 餐厅 里 俯瞰 四周 景色 看到 首都 新 楼林立 一派 崭新 景象 彭真 同志 感慨 地说 几年 北京 建设 速度 不慢 李锡铭 陈希同 同志 说 今后 市政建设 看得远 想 深 想到 今后 每天 工作 现在 八小时 七 小时 六小时 五小时 工作 余 学习 外 娱乐 想到 玩得 
         陈希同 讲 饭店 里 举办 舞会 时 彭真 同志 说 赞成 跳交谊舞 跳交谊舞 娱乐 锻炼身体 不好 过去 扭秧歌 说 笑了起来 彭真 同志 勉励 服务员 认真 学习外语 学 英语 学法语 学 俄语 学习 国家 语言 诙谐地 说 学会 三种 外语 时 我来 祝贺 说 服务员 笑了起来 
         陪同 彭真 同志 视察 全国人大常委会 秘书长 王汉斌 中共北京市委 副 书记 贾春旺 同志",Politics,Politics
1/2/1985,岁末年初话东京,"    岁末年初话东京
    本报记者　孙东民　黄晴
    五、募捐与勒索
    每年年底是日本社会大力开展慈善募捐的时候。东京的车站、街头，常可见到青年或中年男女，捧着纸匣，不断地向行人鞠躬呼吁，进行慈善募捐。更有孩子们列队于瑟瑟寒风之中，一遍又一遍齐声呼吁捐献。募捐的种类繁多：街道居民社团为“车祸丧生者”的子女募捐，一些报纸和团体为非洲灾民、印支难民募捐，民间团体或宗教团体为残疾人募捐。日本人把慈善募捐称为“心灵的洗涤”，希望在旧岁将去之际，做些助人为乐的好事，以获得精神上的清新感。
    另一方面，也有一些阴影在日本社会徘徊，使人们难以获得安定感，这就是被几家报纸列为今年十大新闻之首的古利克、森永事件。1984年，一个自称为“二十一副面孔怪人”的勒索恐怖集团，以在糖果中放置剧毒为要挟，相继对古利克公司和森永公司进行勒索，造成这两个公司几十亿日元的损失，使整个日本的食品销售量今年减少16％。此间专家分析说，这个犯罪集团巧妙地利用了传播媒介，取得引起社会震动的效果，使人们看到“信息化社会的意外脆弱性”，成为当代智力犯罪、信息犯罪的一个典型。日本警方出动数以万计的人，迄今尚未破案。年前，这个勒索集团写信给报社，宣布“年终休战”，俨然以胜利者自居。今年整个日本的犯罪活动中，金融犯罪案件突出，有向大型化、凶恶化发展的趋势。在一个“饱食”社会中，这种现象确实发人深思。
    六、满足与隐忧
    近年来，日本人爱用“暖衣饱食”一词形容自己的社会。日本目前的国民生产总值已居西方世界的第二位；外贸收支经常有数百亿美元盈余，失业率不高，物价相对平稳；汽车、空调器、电视、冰箱等已普及于家庭之中。60％的家庭被警告“营养过剩”。由于怕得“富人病”，低热量食品，减肥药、茶十分畅销。据日本报刊分析，80％以上的日本人都抱有“已经不错了”的“中流意识”，认为自己在社会上属于比上不足、比下有余的小康之家。近年日本社会比较平稳，政治运动相对消沉，大约同这种“中流意识”广泛流行很有关系。
    但也有人常常谈起日本人的物质生活和精神生活失去平衡的问题。伴随物质上满足感而来的，是一种精神上的丧失目标感。“今朝有酒今朝醉”、“逢场作戏，为所欲为”的人生观盛行。不少人失去积极而明确的价值观念和理想，呈现出一种“无力，无为，不关心，不思考”的精神状态。一些青年关注个人生活，或加入非政治性的小集团，自得其乐，放浪形骸，追求冒险和刺激。近年日本犯罪率增加，而犯罪动机往往不是出于物质要求，而是出于一种冒险欲。
    战后的日本人以追赶美欧为目标，以爬坡精神拚命干，盯住“坡上风云”，使日本经济走到了世界前列，如今上了峰顶，却产生了一种“向何处去”的迷茫感。在一些有忧患意识的人们中间，还出现了对前景的危惧感，害怕日本盛极而衰。一位日本朋友谈到，日本这个国家可谓好而小，过份依赖出口，经不起外界风吹草动，容易暴起暴落。这类想法究竟属于杞人忧天还是居安思危，恐怕只能由未来的历史来验证了。（本报东京1984年12月30日电）　（完）（附图片）
    东京老人们上街游行，要求大幅度增加福利费用。","        岁末年初 话 东京 
         本报记者 　 孙东民 　 黄晴 
         五 募捐 勒索 
         每年 年底 日本 社会 大力开展 慈善 募捐 东京 车站 街头 常可 见到 青年 中年 男女 捧 纸匣 不断 地向 行人 鞠躬 呼吁 进行 慈善 募捐 更 孩子 列队 寒风 之中 一遍 一遍 齐声 呼吁 捐献 募捐 种类 繁多 街道 居民 社团 车祸 丧生者 子女 募捐 报纸 团体 非洲 灾民 印支 难民 募捐 民间团体 宗教团体 残疾人 募捐 日本 慈善 募捐 称为 心灵 洗涤 希望 旧岁 之际 做些 助人为乐 好事 获得 精神 清新 感 
         阴影 日本 社会 徘徊 难以获得 安定 感 几家 报纸 列为 今年 十大 新闻 之首 古利克 森永 事件 1984 年 自称为 二十一 副 面孔 怪人 勒索 恐怖集团 糖果 中 放置 剧毒 要挟 相继 古利克 公司 森永 公司 进行 勒索 造成 两个 公司 几十 亿日元 损失 整个 日本 食品 销售量 今年 减少 16 专家 分析 说 犯罪集团 巧妙 利用 传播媒介 取得 引起 社会 震动 效果 看到 信息化 社会 意外 脆弱性 成为 当代 智力 犯罪 信息 犯罪 典型 日本 警方 出动 数以万计 迄今 尚未 破案 年前 勒索 集团 写信给 报社 宣布 年终 休战 俨然 胜利者 自居 今年 整个 日本 犯罪活动 中 金融 犯罪案件 突出 大型化 凶恶 化发展 趋势 饱食 社会 中 这种 现象 确实 发人深思 
         六 满足 隐忧 
         日本 人爱用 暖衣饱食 一词 形容 社会 日本 目前 国民 生产总值 已居 西方 世界 第二位 外贸 收支 数百亿美元 盈余 失业率 不高 物价 相对 平稳 汽车 空调器 电视 冰箱 普及 家庭 之中 60 家庭 警告 营养过剩 怕 富人 病 低热量 食品 减肥药 茶 十分 畅销 日本 报刊 分析 80 日本 抱 已经 不错 中流 意识 认为 社会 属于 比上不足 比下有余 小康之家 近年 日本 社会 比较 平稳 政治 运动 相对 消沉 这种 中流 意识 广泛 流行 关系 
         有人 常常 谈起 日本 物质 生活 精神 生活 失去平衡 问题 伴随 物质 满足感 而来 一种 精神 丧失 目标 感 今朝有酒今朝醉 逢场作戏 为所欲为 人生观 盛行 失去 积极 明确 价值观念 理想 呈现出 一种 无力 无为 关心 思考 精神状态 青年 关注 生活 加入 非政治性 小集团 自得其乐 放浪形骸 追求 冒险 刺激 近年 日本 犯罪率 增加 犯罪 动机 往往 物质 要求 一种 冒险 欲 
         战后 日本 人以 追赶 美欧 目标 爬坡 精神 拚命 干 盯住 坡 风云 日本 经济 走到 世界 前列 峰顶 产生 一种 迷茫 感 忧患意识 中间 出现 前景 危惧 感 害怕 日本 盛极而衰 一位 日本 朋友 谈到 日本 国家 可谓 过份 依赖 出口 经不起 外界 风吹草动 容易 暴起 暴落 类 想法 属于 杞人忧天 居安思危 只能 未来 历史 验证 本报 东京 1984 年 12 月 30 日电 　 完 附图片 
         东京 老 上街 游行 要求 大幅度 增加 福利 费用",Politics,"Politics, Economy."
1/2/1985,中国南极考察队登上菲尔德斯半岛（图片）,"    中国南极考察队登上菲尔德斯半岛
    1984年12月31日（北京时间），中国南极考察队登上南极菲尔德斯半岛。图为登陆后，队员们正在修建帐篷。左后是飘扬在岛上的五星红旗。
    新华社记者  戴纪明摄
    （传真照片）","        中国 南极 考察队 登上 菲尔德 斯 半岛 
         1984 年 12 月 31 日 北京 时间 中国 南极 考察队 登上 南极 菲尔德 斯 半岛 图为 登陆 队员 正在 修建 帐篷 左后 飘扬 岛上 五星红旗 
         新华社 记者     戴纪 明摄 
         传真照片",Military,Military
1/2/1985,走在前头　保持优势  1984年排坛纵横谈（一）,"    走在前头　保持优势
    1984年排坛纵横谈（一）
    本报体育组
    我国女排荣获“三连冠”，是1984年度世界排坛最引人注目的新闻，也是人们议论较多的话题。1982年获得世界锦标赛冠军后，换下了五名老队员。新组建的队伍如何，人们非常关心。1983年香港中、美、日三国超级赛上，新队首次亮相，虽然以3∶2险胜美、日，但并未消除人们对女排的担心。1983年底，亚洲锦标赛上，中国队以0∶3败给日本女排；“瓦尔纳之夏”邀请赛和不来梅邀请赛中也曾两次输给美国女排。
    面对严峻的形势，女排抓住当时快攻节奏慢、配合差，发球、一传也不占优势等问题，进行了有针对性的科学训练和心理训练。这样，在奥运会前半年多的时间里，取得了明显的进步。4月访美赛五胜一负；6月在苏联的四国邀请赛上，两胜美国队，两胜日本队，不仅较好地解决了快攻节奏慢、配合差和发球、一传不占上风的技术问题，而且在心理上也造成优势。中国女排新老交替的艰巨任务趋于完成。
    美国女排经过八年奋斗，正值高峰期，奥运会的天时、地利、人和又得天独厚。在决赛中我国女排能以3∶0胜美国队，实在是中国女排思想作风、技术战术、心理状态的全面胜利。对日本队则更是如此。中国女排能在如此短的时间里，顺利地度过新老队员交替的困难时刻，经受住象奥运会这样的严峻考验，很不容易。国外同行认为，中国女排在这方面创造了奇迹。联系奥运会后，去年11月份在香港举行的四国超级女排赛中，美、日两国女排的表现，世界各国体坛人士对中国女排完成新老队员交替的经验就更为重视。
    综观近一个时期的世界女排形势，可以作这样的概括：美、日正处在队员大换班的低潮期；南朝鲜队则正处于高峰期，但看来她们提高的潜力已不大；值得注意的是苏联、古巴女排身材好，年纪小，已有一定的水平，处在上升期，是千万不容忽视的对手。今年世界杯赛，明年锦标赛她们也许还达不到高峰，1988年的奥运会上必然成为我们的劲敌。需要特别指出的一点是，日本队一向有进步快的特点，美国人才多，文化高，如果配上高水平的教练也可能象美国男排一样迅速崛起。相对说来，我国女排目前的水平处在领先的地位。鉴于我们的打法已为各国所熟悉，今后要不断创新，拿出别人没有的新东西，才能走在前头，保持优势，再拿一轮“三连冠”。（附图片）
    香港世界超级女排锦标赛中国队向南朝鲜队发起进攻，梁艳在三号位扣球。
                              本报记者　汪大昭摄","        走 前头 　 保持 优势 
         1984 年 排坛 纵横谈 
         本报 体育组 
         我国 女排 荣获 三连冠 1984 年度 世界 排坛 引人注目 新闻 议论 话题 1982 年 获得 世界 锦标赛 冠军 换下 五名 老队员 新 组建 队伍 关心 1983 年 香港 中 美 日 三国 超级 赛上 新队 首次 亮相 ∶ 险胜 美 日 并未 消除 女排 担心 1983 年底 亚洲 锦标赛 中国队 ∶ 败给 日本女排 瓦尔纳 之夏 邀请赛 不来梅 邀请赛 中 两次 输给 美国 女排 
         面对 严峻 形势 女排 抓住 当时 快攻 节奏 慢 配合 差 发球 一传 占优势 问题 进行 针对性 科学 训练 心理 训练 奥运会 前半年 时间 里 取得 明显 进步 月 访美 赛五胜 一负 月 苏联 四国 邀请赛 两胜 美国队 两胜 日本队 好地解决 快攻 节奏 慢 配合 差 发球 一传 占上风 技术 问题 心理 造成 优势 中国女排 新老交替 艰巨 任务 趋于 完成 
         美国 女排 八年 奋斗 高峰期 奥运会 天时 地利 决赛 中 我国 女排 能以 ∶ 胜 美国队 实在 中国女排 思想作风 技术 战术 心理 状态 全面 胜利 日本队 更是如此 中国女排 短 时间 里 顺利 度过 新 老队员 交替 困难 时刻 经受 住象 奥运会 严峻考验 容易 国外 同行 认为 中国女排 这方面 创造 奇迹 联系 奥运会 去年 11 月份 香港 举行 四国 超级 女排 赛中 美 日 两国 女排 表现 世界 各国 体坛人士 中国女排 完成 新 老队员 交替 经验 重视 
         综观 近 时期 世界 女排 形势 作 概括 美 日正 队员 换班 低潮期 南朝鲜 队则 正 处于 高峰期 提高 潜力 已不大 值得注意 苏联 古巴 女排 身材 年纪 已有 一定 水平 上升期 千万 不容忽视 对手 今年 世界杯赛 明年 锦标赛 也许 达 不到 高峰 1988 年 奥运会 必然 成为 劲敌 需要 特别 指出 一点 日本队 一向 进步 快 特点 美国 人才 文化 高 配 高水平 教练 象 美国 男排 迅速 崛起 相对说来 我国 女排 目前 水平 领先 地位 打法 各国 熟悉 今后 不断创新 拿出 新 东西 走 前头 保持 优势 一轮 三连冠 附图片 
         香港 世界 超级 女排 锦标赛 中国队 南朝鲜 队 发起 进攻 梁艳 三号 位 扣球 
                                                             本报记者 　 汪大昭 摄",Politics,"Sports, Others"
